% Of Applicant Portfolio,申請者ポートフォリオの割合(%),
Loan To Security Value ratio must always be {0},ローン対担保価値比率は常に{0}でなければなりません,
Loan To Value Ratio,ローン対担保価値比率,
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan ,ローン・トゥ・バリュー・レシオは、質権設定された証券の価値に対するローン金額の比率を表します。これがいずれかのローンの指定された値を下回ると、ローンのセキュリティ不足がトリガーされます ,
Loan To Value ratio breach,ローン対担保価値比率の違反,
Loan Transfer,ローン移管,
Loan Transfer Detail,ローン移管詳細,
Loan Transfers,融資振替,
Loan Write Off,ローン償却,
Loan Write Off will be automatically created on loan closure request if pending amount is below this limit,ローン償却は、未払い額がこの上限を下回る場合、ローン終了リクエスト時に自動的に作成されます,
Loan amount cannot be greater than {0},ローン金額は{0}を超えることはできません,
Loan amount is mandatory,ローン金額は必須です,
Loan is a Non Performing Asset,ローンは不良債権（NPA）です,
Loan {0} closed,ローン{0}が終了しました,
"Loan {0}: Cannot post {1} after Full Settlement. Only Interest, Penalty, or Charges Waiver can be posted after a Full Settlement.",融資 {0}: 全額決済後に {1} を記帳することはできません。全額決済後には、利息、ペナルティ、または手数料免除のみ記帳できます。,
Loans,ローン,
Loans will be marked as NPA when the days past due count exceed this threshold,延滞日数がこのしきい値を超えると、ローンは不良債権（NPA）としてマークされます,
Manual Foreclosure,手動期限前返済,
Manual NPA,手動NPA,
Manual Remarks,手動備考,
Manually marked as NPA,手動でNPAとしてマーク済み,
Maturity Date,満期日,
Max DPD Range,最大DPD範囲,
Maximum Limit Amount,最大限度額,
Maximum Loan Amount,最大ローン金額,
Maximum Loan Value,最大ローン価値,
Member,メンバー,
Migration Date,移行日,
Migration Date is mandatory for imported loans,インポートされた融資の場合、移行日は必須です,
Min DPD Range,最小DPD範囲,
Minimum Partner Loan Amount Percentage,最小パートナーローン金額割合,
Minimum days between Disbursement date and first Repayment date,実行日と最初の返済日の最小日数,
Misc,その他,
Mobile Number,携帯電話番号,
Mobile Verification Status,携帯電話認証ステータス,
Mode Of Payment,支払方法,
Monthly,月次,
Monthly Repayment Amount,月次返済額,
Monthly Repayment Amount cannot be greater than Loan Amount,月次返済額はローン金額を超えることはできません,
Monthly as per cycle date,サイクル日に基づく月次,
Monthly as per repayment start date,返済開始日に基づく月次,
Moratorium Details,据置詳細,
Moratorium End Date,据置期間終了日,
Moratorium Tenure,据置期間,
Moratorium Type,据置タイプ,
More Information,詳細情報,
NPA,NPA（不良債権）,
NPA Date,NPA日,
NPA Logs,不良債権ログ,
New Loan Amount,新規ローン金額,
New Loans,新規融資,
New Monthly Repayment Amount,新規月次返済額,
New Rate Of Interest,新規金利,
New Repayment Method,新規返済方法,
New Repayment Period in Months,新規返済期間（月数）,
New Repayment Start Date,新規返済開始日,
New maximum limit amount cannot be lesser than the utilized limit amount,新しい最大限度額は利用済み限度額を下回ることはできません,
No excess amount pending for refund,返金対象の超過金額はありません,
No loans found for this applicant or branch,この申請者または支店のローンは見つかりません,
No valid Loan Security Price found for {0},{0}の有効なローン担保価格が見つかりません,
No. of days from due date until which penalty won't be charged in case of delay in loan repayment,ローン返済遅延の場合、期日から延滞利息が課されるまでの猶予日数,
Normal,通常,
Normal Interest,通常利息,
Normal Interest Journal Entry,通常利息仕訳エントリ,
Normal Limit,通常限度額,
Normal Repayment,通常返済,
Normal Restructure,通常再編,
Number Of Days,日数,
Old EMI,旧EMI,
Old Loan Amount,旧ローン金額,
Old Rate of Interest,旧金利,
Old Repayment Frequency,旧返済頻度,
Old Tenure,旧期間,
On top of first EMI,最初のEMIに加えて,
One Time,一回限り,
Only submitted unpledge requests can be approved,提出済みの質権解除リクエストのみ承認できます,
Open,未処理,
Opening Additional Outstanding,期首追加未回収額,
Opening Charge Outstanding,期首未回収手数料,
Opening Interest Outstanding,期首未回収利息,
Opening Penalty Outstanding,期首未回収ペナルティ,
Opening Principal Outstanding,期首未回収元本,
Opening entry for imported loan {0},インポートされた融資 {0} の期首入力,
Organization Type,組織タイプ,
Original Security Value,当初担保価値,
Other Details,その他詳細,
Outdated,期限切れ,
Outstanding Amount,未回収金額,
Outstanding Principal,未払い元本,
Outstanding Principal & Interest Accrued,未払い元本と見越利息,
Overdue Amount,延滞金額,
Own Ratio,自社比率,
PAN,PAN,
POS reduction plus interest at partner ROI,POS削減とパートナーROIでの利息,
Paid Amount,支払済金額,
Partial Payment Mechanism,部分支払いメカニズム,
Partial Settlement,部分清算,
Partially Disbursed,一部実行済み,
Particulars,明細,
Partner Base Interest Rate,パートナー基本金利,
Partner Code,パートナーコード,
Partner Collection Percentage,パートナー回収率,
Partner Interest Share,パートナー利息分担,
Partner Interest Share is mandatory,パートナー利息分担は必須です,
Partner Loan Amount Percentage,パートナーローン金額割合,
Partner Loan Share Percentage,パートナーローン分担率,
Partner Monthly Repayment Amount,パートナー月次返済額,
Partner Name,パートナー名,
Partner Percentage,パートナー率,
Partner Ratio,パートナー比率,
Partner Repayment Schedule Type,パートナー返済スケジュールタイプ,
Partner Share,パートナー分担,
Partner Share Allocated,パートナー分担配分済み,
Past Cashflow Report,過去のキャッシュフローレポート,
Payable Account,支払勘定科目,
Payable Account is mandatory,支払アカウントは必須です,
Payable Amount,支払い予定額,
Payable Charges,支払い手数料,
"Payable Charges can only be added if Charge Payment, or for Charges Waiver/Capitalization during Loan Restructure",支払可能手数料は、手数料支払の場合、または融資再構築時の手数料免除/資本化の場合にのみ追加できます,
Payable Principal Amount,支払い予定元本金額,
Payment Account,支払勘定科目,
Payment Account is mandatory,Payment Accountは必須です,
Payment Date,支払日,
Payment Details,支払い詳細,
Payment Reference,支払い参照,
Payment References,支払い参照,
Payment Type,支払いタイプ,
Penal Interest,延滞利息,
Penal Interest Waiver,延滞利息免除,
Penal Treatment,延滞処理,
Penalty,ペナルティ,
Penalty Accrued Account,ペナルティ見越アカウント,
Penalty Amount,ペナルティ金額,
Penalty Capitalization,ペナルティの資本化,
Penalty Charges Accounts,ペナルティ手数料アカウント,
Penalty Charges Rate,ペナルティ手数料率,
Penalty Income Account,ペナルティ収入アカウント,
Penalty Income Account is mandatory,ペナルティ収入アカウントは必須です,
Penalty Interest Rate (%),延滞利息率(%),
Penalty Interest Rate is levied on the pending amount on a daily basis in case of delayed repayment ,返済が遅延した場合、未払い金額に対して延滞利息が日割りで課されます ,
Penalty Overdue,延滞ペナルティ,
Penalty Receivable Account,ペナルティ受取アカウント,
Penalty Receivable Account is mandatory,ペナルティ受取アカウントは必須です,
Penalty Suspense Account,ペナルティ仮勘定,
Penalty Waiver,ペナルティ免除,
Penalty Waiver Account,ペナルティ免除アカウント,
Penalty Waiver cannot be greater than overdue penalty interest,延滞利息免除は延滞ペナルティ利息を超えることはできません,
Penalty: {0},ペナルティ: {0},
Pending,保留中,
Pending Charge Amount,未払い手数料金額,
Pending Principal Amount,未払い元本金額,
Pending Principal: {0},未払い元本: {0},
Pending principal amount for loan {0} is {1},ローン{0}の未払い元本金額は{1}です,
Percentage,パーセンテージ,
Phone,電話,
Please add customer refund account in Loan Product,ローン商品に顧客返金アカウントを追加してください,
Please enter Repayment Periods,返済期間を入力してください,
Please enter monthly repayment amount,月次返済額を入力してください,
Please enter repayment Amount,返済額を入力してください,
Please select Applicant Type first,最初に申請者タイプを選択してください,
Please select As on Date.,基準日を選択してください。,
Please select Company.,会社を選択してください。,
Please select Loan Disbursement for Line of Credit repayment,クレジットライン返済のローン実行を選択してください,
Please select Loan Product for company {0},会社{0}のローン商品を選択してください,
Please select a date.,a dateを選択してください,
Please select at least Loan or Applicant to view the ledger,元帳を表示するには、少なくとも融資または申請者を選択してください,
Please set Additional Interest Accrued Account in Loan Product {0},ローン商品{0}に追加利息見越アカウントを設定してください,
Please set Additional Interest Income Account in Loan Product {0},ローン商品{0}に追加利息収入アカウントを設定してください,
Please set Broken Period Interest Recovery Account for the Loan Product {0},ローン商品{0}の端数期間利息回収アカウントを設定してください,
Please set Customer Refund Account in Loan Product {0},ローン商品{0}に顧客返金アカウントを設定してください,
Please set Interest Accrued Account in Loan Product {0},ローン商品{0}に利息見越アカウントを設定してください,
Please set Interest Income Account in Loan Product {0},ローン商品{0}に利息収入アカウントを設定してください,
Please set Loan Account for the Loan Product {0},融資商品 {0} の融資口座を設定してください,
Please set Payment Account for the Loan Product {0},融資商品 {0} の支払勘定科目を設定してください,
Please set Payroll Payable Account in Loan Repayment,ローン返済に給与支払アカウントを設定してください,
Please set Penalty Accrued Account in Loan Product {0},ローン商品{0}にペナルティ見越アカウントを設定してください,
Please set Penalty Income Account in Loan Product {0},ローン商品{0}にペナルティ収入アカウントを設定してください,
Please set Write Off Recovery Account in Loan Product {0},ローン商品{0}に償却回収アカウントを設定してください,
Please set up Branch as an Accounting Dimension before transferring loans between branches.,支店間のローン移管の前に、支店を会計ディメンションとして設定してください。,
Please set {0} Accrual Account in Loan Product {1},ローン商品{1}に{0}見越アカウントを設定してください,
Please set {0} Receivable Account in Loan Product {1},ローン商品{1}に{0}受取アカウントを設定してください,
Please set {0} in either Company or Loan Product,会社またはローン商品に{0}を設定してください,
Pledge,質権設定,
Pledge Requested,質権設定リクエスト済み,
Pledge Status,質権設定ステータス,
Pledge Time,質権設定日時,
Pledged,質権設定済み,
Pledged Applicant Count,質権設定済み申請者数,
Pledged Qty,担保設定済数量,
Pledged Security Summary,担保設定済証券サマリー,
Portal Logo,ポータルロゴ,
Post Haircut Amount,ヘアカット後金額,
Posting Date,記帳日,
Posting Date (End Date),転記日（終了日）,
Pre Payment,繰り上げ返済,
Pre Payment Charges,繰り上げ返済手数料,
Pre Restructure DPD,再編前DPD,
Pre Restructure Details,再編前詳細,
Prepayment Charges,繰り上げ返済手数料,
Price Valid Upto,価格有効期限,
Primary,メイン,
Primary Address,主な住所,
Primary Applicant Address Details,主申請者住所詳細,
Primary Applicant Contact Info,主申請者連絡先情報,
Primary Applicant Details,主申請者詳細,
Principal,元本,
Principal Adjusted,調整済み元本,
Principal Adjustment,元本調整,
Principal Amount,元本金額,
Principal Amount Paid,支払い済み元本金額,
Principal Capitalization,元本の資本化,
Principal Outstanding,未払い元本,
Principal Overdue,延滞元本,
Principal: {0},元本: {0},
Printed on {0},{0} に印刷,
Pro-rated calendar months,日割り計算月,
Process Loan Classification,ローン分類処理,
Process Loan Demand,ローン請求処理,
Process Loan Interest Accrual,ローン利息見越処理,
Process Loan Restructure Limit,ローン再編限度処理,
Process Loan Security Shortfall,ローン担保不足処理,
Product Code,商品コード,
Product Name,商品名,
Proposed Pledge,担保提案,
Proposed Pledges,担保提案,
Proposed Pledges are mandatory for secured Loans,有担保ローンには担保提案が必須です,
Proposed Tenure,提案された期間,
Provision Rate,引当率,
Qty is mandatory for loan security!,ローン担保の数量は必須です！,
Qty or Amount is mandatroy for loan security,ローン担保の数量または金額は必須です,
Quantity,数量,
Quarterly,四半期ごと,
Rate Of Interest,金利,
Rate of Interest,金利,
Rate of Interest (%) / Year,年利(%),
Rate of Interest (%) Yearly,年利(%),
Ratio,比率,
Reason For Freezing,凍結理由,
Reason for Restructure,再編理由,
Receivable Account,受取勘定科目,
Reference Date,参照日,
Reference Document Type,Reference Document種類,
Reference Name,参照名,
Reference No,参照番号,
Reference Number,参照番号,
References,参照,
Refund,返金,
Refund Account,返金アカウント,
Refund Amount,返金金額,
Refund Date,返金日,
Refund Details,返金詳細,
Refund amount,返金金額,
Refund amount cannot be greater than net paid amount,返金金額は正味支払い金額を超えることはできません,
Refund amount cannot be more than available amount,返金金額は利用可能金額を超えることはできません,
Regular,通常,
Rejected,却下,
Release,解除,
Release Requested,解除リクエスト済み,
Release Time,解除日時,
Released,リリース済,
Remarks,備考,
Repay Fixed Amount per Period,期間あたりの固定返済額,
Repay Over Number of Periods,返済期間数,
Repayment,返済,
Repayment Account,返済アカウント,
Repayment Amount must be greater than ,返済金額は以下より大きい必要があります ,
Repayment Date On,返済日設定,
Repayment Details,返済詳細,
Repayment Frequency,返済頻度,
Repayment Info,返済情報,
Repayment Method,返済方法,
Repayment Period In Months,返済期間（月数）,
Repayment Period in Months,返済期間（月数）,
Repayment Periods,返済期間,
Repayment Schedule,返済スケジュール,
Repayment Schedule Detail,返済スケジュール詳細,
Repayment Schedule Type,返済スケジュールタイプ,
Repayment Start Date,返済開始日,
Repayment Start Date is mandatory for term loans,期間ローンには返済開始日が必須です,
Repayment Start Date {0} cannot be before Disbursement Date {1},返済開始日 {0} は実行日 {1} より前であることはできません,
Repayment Type,返済タイプ,
Repayment cannot be made for closed loan,終了済みローンに対する返済はできません,
Repayment periods is mandatory for term loans,期間ローンには返済期間が必須です,
Repayment type can only be Write Off Recovery or Write Off Settlement,返済タイプは償却回収または償却清算のみ指定できます,
Reports,レポート,
Repossessed,回収済み,
Repost Date,再転記日,
Request Loan Closure,ローン終了リクエスト,
Requested,リクエスト済,
Rescheduled,リスケジュール済み,
Restructure Charges,再編手数料,
Restructure Date,再編日,
Restructure Date cannot be before last due date {0},再編日は最終期日{0}より前にすることはできません,
Restructure Date {0} cannot be after Repayment Start Date {1},再編日{0}は返済開始日{1}より後にすることはできません,
Restructure Type,再編タイプ,
Restructure of Loans applicable,ローン再編適用可能,
Restructured,再編済み,
Round Off Account is mandatory,端数処理アカウントは必須です,
Row {0}: Loan Security {1} added multiple times,行{0}: ローン担保{1}が複数回追加されています,
Row {0}: {1} of {2} is pledged against Loan {3}.,行{0}: {2}の{1}はローン{3}に対して質権設定されています。,
Row {0}: {1} should be between 1 and 99,行{0}: {1}は1から99の間でなければなりません,
SMS OTP,SMS OTP,
Salaried,給与所得者,
Sales Invoice,売上請求書,
Same as regular interest accounts,通常利息アカウントと同じ,
Sanctioned,承認済み,
Sanctioned Amount Limit,承認金額上限,
Sanctioned Amount limit crossed for {0} {1},{0} {1}の承認金額上限を超えました,
Sanctioned Loan Amount,承認済みローン金額,
Sanctioned Loan Amount already exists for {0} against company {1},会社{1}に対する{0}の承認済みローン金額が既に存在します,
Secured,有担保,
Securities,担保,
Security Deposit Account,担保預り金アカウント,
Security Deposit Adjustment,担保預り金調整,
Security Management,担保管理,
Security Type,担保タイプ,
Security Value ,セキュリティ値 ,
Select whether the repayment date should be the end of the current month or start of the upcoming month,返済日を当月末にするか翌月初にするかを選択してください,
Selected employee belongs to {0}. Please select an employee from company {1}.,選択された従業員は{0}に所属しています。会社{1}の従業員を選択してください。,
Self-employed,自営業,
Semi-Secured,一部有担保,
Servicer Fee,サービサー手数料,
Settled,決済済,
Settlement Date,清算日,
Setup,セットアップ,
Shareable Type,分担タイプ,
Shareable Type {0} added multiple times,分担タイプ{0}が複数回追加されています,
Shareables,分担対象,
Sharing Parameter,分担パラメータ,
Shortfall Amount,不足金額,
Shortfall Percentage,不足率,
Shortfall Time,不足発生日時,
Start Date,開始日,
Start of the next month,翌月初,
State,状態,
Status,ステータス,
Submitted,提出済,
Subsidy Adjustment Account,補助金調整アカウント,
Subsidy Adjustments,補助金調整,
Success,成功,
Suspense Account,仮勘定,
Suspense Collection Account,仮勘定回収アカウント,
Suspense Interest Income,仮勘定利息収入,
System Manager,システム管理者,
Taxes,税金,
Taxes and Charges,税金と手数料,
Tenure,期間,
Tenure Post Restructure,再編後期間,
Term Details,期間詳細,
The Loan Disbursement {0} has been closed.,ローン実行{0}は終了しました。,
The amount paid cannot be greater than the payable amount for Security Deposit Adjustment repayments.,担保預り金調整返済の支払い金額は支払い予定額を超えることはできません。,
The following disbursements do not exist or are not submitted: {},次の実行が存在しないか未提出です: {},
The following loans do not exist: {},次のローンが存在しません: {},
The schedule type that will be used for generating the term loan schedules (will affect the payment date and monthly repayment amount),期間ローンのスケジュール生成に使用されるスケジュールタイプ（支払日と月次返済額に影響します）,
There already exists a borrower with the same contact details. Do you want to fetch the borrower here?,同じ連絡先情報の借入者が既に存在します。この借入者を取得しますか？,
"There are overlapping accruals here {}, the current acrrual date gets accrued from {} to {}",ここに重複する見越があります {}、現在の見越日は{}から{}まで見越されます,
Timestamp,タイムスタンプ,
Title,タイトル,
To Branch,移管先支店,
To Date,終了日,
Total,合計,
Total Amount Paid,支払い総額,
Total Charges Paid,手数料支払い総額,
Total Charges Payable,手数料支払い予定総額,
Total Credit,合計貸方,
Total Debit,合計借方,
Total EMI Charges,合計EMI手数料,
Total Installments Overdue ,期限超過の分割払い合計 ,
Total Installments Paid,支払い済み分割払い合計,
Total Installments Raised,発行済み分割払い合計,
Total Interest Paid,利息支払い総額,
Total Interest Payable,利息支払い予定総額,
Total Overdue Amount,延滞総額,
Total Partner Interest Share,パートナー利息分担合計,
Total Partner Principal Share,パートナー元本分担合計,
Total Payable Amount,Payable Amount合計,
Total Payable Interest,支払い予定利息合計,
Total Payment,支払い合計,
Total Penalty Paid,ペナルティ支払い総額,
Total Principal Paid,元本支払い総額,
Total Qty,合計数量,
Total Security Value,担保価値合計,
"Total net payable amount is {0} and total adjustment amount is {1}. For Manual or Internal Foreclosure, shortfall {2} exceeds the allowed write-off limit of {3} as per the Loan Product Auto Write Off Amount.",支払純合計額は {0} で、調整合計額は {1} です。手動または内部の差押えの場合、不足額 {2} は、融資商品の自動償却金額に従って許可されている償却限度額 {3} を超えています。,
"Total overdue amount for charge {0} is {1}, but table shows {2}. Please remove the duplicate charges and refresh the page.",手数料 {0} の期限超過合計額は {1} ですが、テーブルには {2} と表示されています。重複する手数料を削除し、ページを更新してください。,
Totals,合計,
Trace ID,トレースID,
Traceback,トレースバック,
Transaction,取引,
Transaction DocType,取引DocType,
Transaction Type,取引種類,
Transfer Date,振替日,
Treatment Of Interest,利息の取り扱い,
Treatment of Interest,利息の取り扱い,
Treatment of charge,手数料の処理,
Type of FLDG Applicable,適用FLDGタイプ,
Unaccrued Interest,未見越利息,
Unaccrued Interest Treatment,未見越利息の取り扱い,
Unaccrued Interest Waiver,未見越利息免除,
Unaccrued Interest Waiver cannot be greater than overdue amount,未見越利息免除は延滞金額を超えることはできません,
Unbooked Interest Paid,未計上利息支払い済み,
Unbooked Penalty Paid,未計上ペナルティ支払い済み,
Unfreeze Date,凍結解除日,
Unique Customer,一意の顧客,
Unmark NPA,NPA解除,
Unpledge,質権解除,
Unpledge Time,質権解除日時,
Unpledged,質権解除済み,
Unsecured,無担保,
Update Time,更新日時,
Upfront Deduction,前払い控除,
Utilized Limit,利用済み限度額,
Utilized Limit Amount,利用済み限度額,
Utilized Security Value,利用済み担保価値,
Valid From,有効開始日,
Valid From Time must be lesser than Valid Upto Time.,有効開始時間は有効終了時間より前でなければなりません。,
Valid Upto,有効期限,
Validate Normal Repayment,通常返済の検証,
Value Change,値の変更,
Value Date,起算日,
Value Type,価値タイプ,
Verified,検証済,
View,ビュー,
Waive Off Restructure Charges,再編手数料の免除,
Waived Amount,免除金額,
Waived amount {0} cannot be greater than outstanding amount {1},免除金額{0}は未払い金額{1}を超えることはできません,
Waived {0} amount {1} cannot be greater than overdue amount {2},免除{0}金額{1}は延滞金額{2}を超えることはできません,
Waiver Account,免除アカウント,
Waiver account not set for charge {0} in Loan Product {1},ローン商品{1}の費用{0}に免除アカウントが設定されていません,
Waiver amount for charge {0} cannot exceed overdue amount {1},手数料 {0} の免除金額は、期限超過金額 {1} を超えることはできません,
Waiving of Charges applicable,手数料免除適用可能,
Watch Period End Date,経過観察期間終了日,
Weekly,週次,
Will do a deduplication check and auto create a customer when a lead is converted to applicaiton  ,見込み客が申請に変換された際に、重複排除チェックを行い、顧客を自動作成します  ,
Withhold Security Deposit,担保預り金の保留,
Write Off Account,償却アカウント,
Write Off Accounts,償却アカウント,
Write Off Amount,償却金額,
Write Off Details,償却詳細,
Write Off Recovery,償却回収,
Write Off Recovery Account,償却回収アカウント,
Write Off Recovery Account is mandatory,償却回収アカウントは必須です,
Write Off Settlement,償却清算,
Write Off amount cannot be greater than pending loan amount,償却金額は未払いローン金額を超えることはできません,
Write off amount ({0}) should be equal to pending principal amount ({1}),償却金額（{0}）は未払い元本金額（{1}）と等しくなければなりません,
Written Off,償却済み,
Written Off Amount,償却済み金額,
You are trying to unpledge more.,質権解除の数量が多すぎます。,
ZIP Code,郵便番号,
with reference no. {},参照番号 {},
{0} cannot be negative,{0}は負の値にできません,
{0} is mandatory. Please set it in Loan Product or Company,{0}は必須です。ローン商品または会社に設定してください,
{0} should be between 1 and 99,{0}は1から99の間でなければなりません,
{0} to {1},{0} から {1},
{0} {1} mandatory when Loan Accounting is enabled for {2},{2}のローン会計が有効な場合、{0} {1}は必須です,
{} Open,{} オープン,
{} against loan {},ローン{}に対する{},
